Number,Name,Parent (SMC),Parent name (SMC),Section,Region,Area,Island,Topo Section,County,Classification,Map 1:50k,Map 1:25k,Metres,Feet,Grid ref,Grid ref 10,Drop,Col grid ref,Col height,Feature,Observations,Survey,Climbed,Country,County Top,Revision,Comments,Streetmap/MountainViews,Google Maps,Hill-bagging,Xcoord,Ycoord,Latitude,Longitude,GridrefXY,_Section,Parent (Ma),Parent name (Ma),MVNumber,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,E,HHB,Sy,Fel,CoH,CoH=,CoU,CoU=,CoA,CoA=,CoL,CoL=,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,Dil,VL,A,Ca,Bin,O,Un,canonical_id,source_dataset,source_version,source_url,source_file_name,source_file_size_bytes,source_sha256,source_csv_sha256,source_downloaded_at_utc,source_licence,source_attribution,country_normalized,latitude_normalized,longitude_normalized,elevation_m_normalized,prominence_m_normalized,summit_verification_status,gpt_review_status,gpt_flags,claude_review_status,claude_flags,discrepancy_status,import_status,qa_status,qa_flags
15668,Twyn y Gaer,,,32A,32A: Llandovery to Monmouth,,,WM05 Drygarn-epynt,Powys,3,160,188,373.1,1224,SO057353,SO 05727 35375,49.2,SO 0516 3587,323.9,no feature: pasture,,,,W,,23-Feb-25,,"https://www.streetmap.co.uk/map?X=305725&Y=235370&SV=305725,235370&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.008736,-3.374942",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15668,305725,235370,52.008736,-3.374942,SO0572535370,32.1,2270,Mynydd Epynt [Mynydd Eppynt],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15668,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.008736,-3.374942,373.1,49.2,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15670,Twyn y Gaer,,,32A,32A: Llandovery to Monmouth,Brecon Beacons,,WS02 Fanfawr-fynyddau,Powys,3,160,012E,367,1204,SN989280,SN 98984 28081,51,SN989274,316,trig point,,,,W,,25-Jan-24,,"https://www.streetmap.co.uk/map?X=298982&Y=228076&SV=298982,228076&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.941991,-3.471002",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15670,298982,228076,51.941991,-3.471002,SN9898228076,32.1,2237,Fan Fawr,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15670,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.941991,-3.471002,367,51,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15684,Bryn Mawr,,,32B,32B: Carmarthen to Vale of Neath,,,WS01 Brycheiniog-betws,Neath Port Talbot,3,160,165,351,1152,SN690087,SN 69067 08767,79,SN689097,272,trig point,,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=269064&Y=208762&SV=269064,208762&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.762192,-3.898684",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15684,269064,208762,51.762192,-3.898684,SN6906408762,32.2,2280,Mynydd y Betws,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15684,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.762192,-3.898684,351,79,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15686,Foel Fawr,,,32C,32C: Neath to Chepstow,,,WS02 Fanfawr-fynyddau,"Bridgend, Neath Port Talbot",3,170,166W,347,1138,SS857952,SS 85754 95264,67,SS870950,280,trig point,,,,W,,08-Jun-25,,"https://www.streetmap.co.uk/map?X=285752&Y=195259&SV=285752,195259&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.644489,-3.652572",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15686,285752,195259,51.644489,-3.652572,SS8575295259,32.3,2288,Craig y Llyn,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15686,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.644489,-3.652572,347,67,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15688,Y Gaer,,,32A,32A: Llandovery to Monmouth,Brecon Beacons,,WS02 Fanfawr-fynyddau,Powys,3,160,012E,343,1125,SN922262,SN 92246 26294,49,SN920254,294,outcrop,,,,W,,08-May-25,,"https://www.streetmap.co.uk/map?X=292244&Y=226289&SV=292244,226289&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.924665,-3.568428",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15688,292244,226289,51.924665,-3.568428,SN9224426289,32.1,2238,Fan Gyhirych,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15688,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.924665,-3.568428,343,49,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15693,Pen y Foel,,,32C,32C: Neath to Chepstow,,,WS02 Fanfawr-fynyddau,Rhondda Cynon Taff,3,170,166E,331,1086,ST070944,ST 07004 94443,60,ST051970,271,trig point,,,,W,,15-Mar-15,,"https://www.streetmap.co.uk/map?X=307002&Y=194438&SV=307002,194438&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.641029,-3.345336",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15693,307002,194438,51.641029,-3.345336,ST0700294438,32.3,2288,Craig y Llyn,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15693,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.641029,-3.345336,331,60,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15694,Mynydd Troed-y-rhiw,,,32C,32C: Neath to Chepstow,,,WS02 Fanfawr-fynyddau,Rhondda Cynon Taff,3,170,166E,327.4,1074,ST012928,ST 01250 92821,42.3,ST 0028 9452,285.1,no feature,ground 8m NNE of trig point on golf course at ST 00517 93334 is 0.5m lower; summit of spoil tip at ST 00127 93002 is 0.2m higher but is insufficiently consolidated and may have ongoing subsidence,,,W,,10-Dec-25,,"https://www.streetmap.co.uk/map?X=301248&Y=192816&SV=301248,192816&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.625467,-3.428004",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15694,301248,192816,51.625467,-3.428004,ST0124892816,32.3,2288,Craig y Llyn,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15694,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.625467,-3.428004,327.4,42.3,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15696,Sugar Loaf,,,32A,32A: Llandovery to Monmouth,,,WM05 Drygarn-epynt,Carmarthenshire [Sir Gaerfyrddin],3,147 160,187S,326,1070,SN834427,SN 83481 42793,31,SN837428,295,mound by path,,,,W,,22-Jun-14,,"https://www.streetmap.co.uk/map?X=283478&Y=242788&SV=283478,242788&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=52.071173,-3.701447",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15696,283478,242788,52.071173,-3.701447,SN8347842788,32.1,2270,Mynydd Epynt [Mynydd Eppynt],,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15696,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,52.071173,-3.701447,326,31,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15699,Mynydd Bach,,,32C,32C: Neath to Chepstow,,,WS02 Fanfawr-fynyddau,Neath Port Talbot,3,170,166W,319,1047,SS824908,SS 82501 90842,43,SS828899,276,no feature,,,,W,,07-Mar-17,,"https://www.streetmap.co.uk/map?X=282499&Y=190837&SV=282499,190837&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.604075,-3.69808",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15699,282499,190837,51.604075,-3.69808,SS8249990837,32.3,2288,Craig y Llyn,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15699,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.604075,-3.69808,319,43,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15706,Mynydd y Gaer,,,32C,32C: Neath to Chepstow,,,WS02 Fanfawr-fynyddau,Neath Port Talbot,3,170,165,314,1030,SS766935,SS 76642 93595,83,SS772935,231,no feature: ground by fence junction,earthworks 30m W at SS 76613 93584 may be as high but are probably not on natural summit,,,W,,15-Mar-15,,"https://www.streetmap.co.uk/map?X=276639&Y=193590&SV=276639,193590&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.627563,-3.783609",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15706,276639,193590,51.627563,-3.783609,SS7663993590,32.3,2296,Foel Fynyddau,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15706,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.627563,-3.783609,314,83,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15709,Pen-twyn,,,32C,32C: Neath to Chepstow,,,WS02 Fanfawr-fynyddau,Rhondda Cynon Taff,3,170,166E,309,1014,ST059961,,38,ST066951,271,,,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=305900&Y=196100&SV=305900,196100&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.655787,-3.361701",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15709,305900,196100,51.655787,-3.361701,ST0590096100,32.3,2288,Craig y Llyn,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15709,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.655787,-3.361701,309,38,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15712,Penbwlch,,,32B,32B: Carmarthen to Vale of Neath,,,WS01 Brycheiniog-betws,Carmarthenshire [Sir Gaerfyrddin],3,160,012W,306,1004,SN694201,,41,SN694215,265,,,,,W,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=269400&Y=220100&SV=269400,220100&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.864157,-3.898102",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15712,269400,220100,51.864157,-3.898102,SN6940020100,32.2,2279,Trichrug,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15712,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.864157,-3.898102,306,41,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15718,Mynydd y Gaer,,,32C,32C: Neath to Chepstow,,,WS02 Fanfawr-fynyddau,Bridgend,2,170,151W,295,968,SS953858,SS 95372 85821,39,SS974860,256,ground 2m N of trig point,,,,W,,15-Mar-15,,"https://www.streetmap.co.uk/map?X=295370&Y=185815&SV=295370,185815&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.561485,-3.510801",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15718,295370,185815,51.561485,-3.510801,SS9537085815,32.3,2288,Craig y Llyn,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15718,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.561485,-3.510801,295,39,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15730,Golden Hill,,,32C,32C: Neath to Chepstow,,,WS04 Waunfach-black,Monmouthshire [Sir Fynwy],2,171,014W,273,896,ST425975,ST 42589 97528,55,ST439976,218,no feature: ground c 20m NW of small mast,,,,W,,15-Mar-15,,"https://www.streetmap.co.uk/map?X=342587&Y=197523&SV=342587,197523&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.67353,-2.831667",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15730,342587,197523,51.67353,-2.831667,ST4258797523,32.3,2298,Wentwood,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15730,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.67353,-2.831667,273,55,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15737,Pen y Bryn,,,32B,32B: Carmarthen to Vale of Neath,,,WS01 Brycheiniog-betws,Carmarthenshire [Sir Gaerfyrddin],2,159,178,264,866,SN552103,,72,SN517098,192,,,,,W,,25-Jan-24,,"https://www.streetmap.co.uk/map?X=255200&Y=210300&SV=255200,210300&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.772598,-4.100087",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15737,255200,210300,51.772598,-4.100087,SN5520010300,32.2,2283,Mynydd Sylen,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15737,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.772598,-4.100087,264,72,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15746,Kymin,,,32C,32C: Neath to Chepstow,,,EC03 Malvern-may,Monmouthshire [Sir Fynwy],2,162,014W,256,840,SO527125,SO 52765 12513,86,SO536124,170,ground just N of white building,,,,W,,30-Oct-21,,"https://www.streetmap.co.uk/map?X=352763&Y=212508&SV=352763,212508&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.809204,-2.686557",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15746,352763,212508,51.809204,-2.686557,SO5276312508,32.3,2862,Ruardean Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15746,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.809204,-2.686557,256,86,source_backed,pending,,pending,,pending,not_imported,warning,england_wales_border_source_signal
15748,Garn,,,32B,32B: Carmarthen to Vale of Neath,,,WS01 Brycheiniog-betws,Carmarthenshire [Sir Gaerfyrddin],2,159,178,257,843,SN592162,SN 59222 16262,38,SN587163,219,no feature,flat summit area in trees,,,W,,05-Dec-12,,"https://www.streetmap.co.uk/map?X=259219&Y=216257&SV=259219,216257&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.827148,-4.044292",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15748,259219,216257,51.827148,-4.044292,SN5921916257,32.2,2283,Mynydd Sylen,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15748,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.827148,-4.044292,257,38,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
15759,Craig yr Allt,,,32B,32B: Carmarthen to Vale of Neath,,,WS01 Brycheiniog-betws,Swansea,2,170,165,241,791,SN691038,SN 69120 03855,38,SN695041,203,no feature: pasture,,,,W,,15-Mar-15,,"https://www.streetmap.co.uk/map?X=269117&Y=203850&SV=269117,203850&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=51.718064,-3.896068",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=15759,269117,203850,51.718064,-3.896068,SN6911703850,32.2,2280,Mynydd y Betws,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:15759,DoBIH,18.5,https://www.hill-bagging.co.uk/dobih-downloads/hillcsv.zip,DoBIH_v18_5.csv,13396947,0c39e13ac59dd3fa172ac21dd56dd0f6fef19a14af47c7a5a444cce691e9f021,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,2026-08-25T14:26:29+00:00,Creative Commons Attribution 4.0 International (CC BY 4.0) (https://creativecommons.org/licenses/by/4.0/),The Database of British and Irish Hills v18.5; https://www.hill-bagging.co.uk/dobih,Wales,51.718064,-3.896068,241,38,source_backed,pending,,pending,,pending,not_imported,warning,duplicate_name
