Number,Name,Parent (SMC),Parent name (SMC),Section,Region,Area,Island,Topo Section,County,Classification,Map 1:50k,Map 1:25k,Metres,Feet,Grid ref,Grid ref 10,Drop,Col grid ref,Col height,Feature,Observations,Survey,Climbed,Country,County Top,Revision,Comments,Streetmap/MountainViews,Google Maps,Hill-bagging,Xcoord,Ycoord,Latitude,Longitude,GridrefXY,_Section,Parent (Ma),Parent name (Ma),MVNumber,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,E,HHB,Sy,Fel,CoH,CoH=,CoU,CoU=,CoA,CoA=,CoL,CoL=,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,Dil,VL,A,Ca,Bin,O,Un,summit_ready_canonical_id,country_normalized,latitude_normalized,longitude_normalized,elevation_m_normalized,prominence_m_normalized,col_height_m_normalized,source_dataset,source_version,source_release_date,source_file_sha256,source_license,source_attribution,source_trust,final_verification_status,needs_review_reason,qa_status,qa_flags,data_priority,ai_fallback_allowed
14319,Sartfell,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,4,95,IoM 0,454,1489,SC335872,SC 33523 87211,49,SC341874,405,no feature: ground 15m S of pole,,Abney level,,M,,23-Nov-22,col height from Harvey,"https://www.streetmap.co.uk/map?X=233519&Y=487211&SV=233519,487211&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.253426,-4.557005",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14319,233519,487211,54.253426,-4.557005,SC3351987211,29,1947,Slieau Freoaghane,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14319,Isle of Man,54.25342600,-4.55700500,454,49,405,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14320,Slieau Ouyr,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,4,95,IoM 0,452,1483,SC437879,,37,SC431879,415,,,,,M,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=243700&Y=487900&SV=243700,487900&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.262825,-4.401246",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14320,243700,487900,54.262825,-4.401246,SC4370087900,29,1945,Snaefell,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14320,Isle of Man,54.26282500,-4.40124600,452,37,415,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14321,Carn Gerjoil,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,4,95,IoM 0,445,1460,SC393840,SC 39327 84096,73,SC391844,372,rock under wind shelter,,,,M,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=239323&Y=484096&SV=239323,484096&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.227312,-4.466334",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14321,239323,484096,54.227312,-4.466334,SC3932384096,29,1945,Snaefell,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14321,Isle of Man,54.22731200,-4.46633400,445,73,372,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14322,Slieau Dhoo,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,4,95,IoM 0,424,1391,SC351893,SC 35197 89390,31,SC349890,393,cairn,ground to W is lower,Abney level,,M,,23-Nov-22,,"https://www.streetmap.co.uk/map?X=235193&Y=489390&SV=235193,489390&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.273533,-4.532536",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14322,235193,489390,54.273533,-4.532536,SC3519389390,29,1947,Slieau Freoaghane,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14322,Isle of Man,54.27353300,-4.53253600,424,31,393,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14323,Slieau Managh,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,3,95,IoM 0,383,1257,SC396909,SC 39641 90952,36,SC402905,347,no feature: heather,cairn 80m N at SC 39640 91032 is c1.5m lower,Abney level,,M,,31-Oct-22,col height from Harvey,"https://www.streetmap.co.uk/map?X=239637&Y=490952&SV=239637,490952&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.288972,-4.465194",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14323,239637,490952,54.288972,-4.465194,SC3963790952,29,1945,Snaefell,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14323,Isle of Man,54.28897200,-4.46519400,383,36,347,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14324,Mount Karrin,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,3,95,IoM 0,330,1083,SC377919,,44,SC372915,286,,,,,M,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=237700&Y=491900&SV=237700,491900&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.296871,-4.495440",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14324,237700,491900,54.296871,-4.49544,SC3770091900,29,1947,Slieau Freoaghane,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14324,Isle of Man,54.29687100,-4.49544000,330,44,286,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14325,Beary Park,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,3,95,IoM 0,310,1017,SC299833,,42,SC304831,268,,,,,M,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=229900&Y=483300&SV=229900,483300&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.217124,-4.610278",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14325,229900,483300,54.217124,-4.610278,SC2990083300,29,1945,Snaefell,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14325,Isle of Man,54.21712400,-4.61027800,310,42,268,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14326,Dalby Mountain,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,2,95,IoM 0,280,919,SC240779,,55,SC233766,225,,,,,M,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=224000&Y=477900&SV=224000,477900&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.166654,-4.697494",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14326,224000,477900,54.166654,-4.697494,SC2400077900,29,1948,South Barrule,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14326,Isle of Man,54.16665400,-4.69749400,280,55,225,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14327,Cronk-y-Voddy,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,2,95,IoM 0,271,889,SC307853,,56,SC311859,215,,,,,M,,28-Sep-13,,"https://www.streetmap.co.uk/map?X=230700&Y=485300&SV=230700,485300&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.235345,-4.599151",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14327,230700,485300,54.235345,-4.599151,SC3070085300,29,1947,Slieau Freoaghane,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14327,Isle of Man,54.23534500,-4.59915100,271,56,215,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14328,The Mount,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,2,95,IoM 0,222,728,SC322755,,83,SC319762,139,,,,,M,,28-Sep-13,,"https://www.streetmap.co.uk/map?X=232200&Y=475500&SV=232200,475500&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.147853,-4.570693",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14328,232200,475500,54.147853,-4.570693,SC3220075500,29,1948,South Barrule,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14328,Isle of Man,54.14785300,-4.57069300,222,83,139,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14329,Archallagan Hill,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,2,95,IoM 0,213,699,SC300786,,62,SC288781,151,,,,,M,,28-Sep-13,col height from Harvey,"https://www.streetmap.co.uk/map?X=230000&Y=478600&SV=230000,478600&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.174961,-4.606088",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14329,230000,478600,54.174961,-4.606088,SC3000078600,29,1948,South Barrule,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14329,Isle of Man,54.17496100,-4.60608800,213,62,151,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14330,Barony Hill,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,2,95,IoM 0,201,659,SC462873,,38,SC456873,163,,,,,M,,28-Sep-13,col height from Harvey,"https://www.streetmap.co.uk/map?X=246200&Y=487300&SV=246200,487300&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.258195,-4.362591",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14330,246200,487300,54.258195,-4.362591,SC4620087300,29,1945,Snaefell,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14330,Isle of Man,54.25819500,-4.36259100,201,38,163,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14331,Slieau Chiarn,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,1,95,IoM 0,194,636,SC316765,,50,SC311769,144,,,,,M,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=231600&Y=476500&SV=231600,476500&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.156635,-4.580428",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14331,231600,476500,54.156635,-4.580428,SC3160076500,29,1948,South Barrule,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14331,Isle of Man,54.15663500,-4.58042800,194,50,144,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14332,Ballajora Hill,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,1,95,IoM 0,189,620,SC472908,,42,SC468911,147,,,,,M,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=247200&Y=490800&SV=247200,490800&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.289923,-4.349041",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14332,247200,490800,54.289923,-4.349041,SC4720090800,29,1945,Snaefell,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14332,Isle of Man,54.28992300,-4.34904100,189,42,147,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14333,Cronk ny Arrey,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,1,95,IoM 0,164,538,SC192669,SC 19216 66959,32,SC191672,132,no feature: grass,,,,M,,23-Nov-22,,"https://www.streetmap.co.uk/map?X=219212&Y=466958&SV=219212,466958&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.066767,-4.7642",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14333,219212,466958,54.066767,-4.7642,SC1921266958,29,1950,Mull Hill,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14333,Isle of Man,54.06676700,-4.76420000,164,32,132,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14334,Cronk-ny-Mona,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,1,95,IoM 0,153,502,SC388792,,34,SC388797,119,,,,,M,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=238800&Y=479200&SV=238800,479200&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.183189,-4.471727",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14334,238800,479200,54.183189,-4.471727,SC3880079200,29,1945,Snaefell,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14334,Isle of Man,54.18318900,-4.47172700,153,34,119,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14335,Corrins Hill,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,1,95,IoM 0,150,492,SC233830,SC 23365 83062,82,SC236803,68,rock in tower base near SW corner,,,,M,,23-Nov-22,,"https://www.streetmap.co.uk/map?X=223361&Y=483062&SV=223361,483062&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.212773,-4.710305",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14335,223361,483062,54.212773,-4.710305,SC2336183062,29,1948,South Barrule,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14335,Isle of Man,54.21277300,-4.71030500,150,82,68,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14336,Howstrake,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,1,95,IoM 0,130,427,SC414781,,71,SC400782,59,,,,,M,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=241400&Y=478100&SV=241400,478100&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.174122,-4.431345",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14336,241400,478100,54.174122,-4.431345,SC4140078100,29,1945,Snaefell,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14336,Isle of Man,54.17412200,-4.43134500,130,71,59,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14337,Raby Moar Hill,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,1,95,IoM 0,128,420,SC231805,,55,SC231816,73,,,,,M,,28-Sep-13,col height from Harvey,"https://www.streetmap.co.uk/map?X=223100&Y=480500&SV=223100,480500&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.189686,-4.712792",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14337,223100,480500,54.189686,-4.712792,SC2310080500,29,1948,South Barrule,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14337,Isle of Man,54.18968600,-4.71279200,128,55,73,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14338,Balnahow Hill,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,1,95,IoM 0,122,400,SC336721,,57,SC328719,65,,,,,M,,20-Aug-16,,"https://www.streetmap.co.uk/map?X=233600&Y=472100&SV=233600,472100&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.117782,-4.547406",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14338,233600,472100,54.117782,-4.547406,SC3360072100,29,1948,South Barrule,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14338,Isle of Man,54.11778200,-4.54740600,122,57,65,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14339,Calf of Man East Top,,,29,29: Isle of Man,,Calf of Man,XM02 Calf-burroo,Isle of Man,1,95,IoM 0,110,361,SC161659,SC 16119 65920,31,SC158659,79,rough cairn,,,,M,,23-Nov-22,,"https://www.streetmap.co.uk/map?X=216115&Y=465919&SV=216115,465919&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.056344,-4.810835",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14339,216115,465919,54.056344,-4.810835,SC1611565919,29,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14339,Isle of Man,54.05634400,-4.81083500,110,31,79,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14340,Maughold Brooghs,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,1,95,IoM 0,113,371,SC489921,SC 48956 92116,40,SC494918,73,rock in grass 4m SE of shelter,,,,M,,23-Nov-22,summit height from Harvey. Col height from gov.im/maps. Harvey indicate col is above 75m,"https://www.streetmap.co.uk/map?X=248953&Y=492116&SV=248953,492116&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.302264,-4.322805",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14340,248953,492116,54.302264,-4.322805,SC4895392116,29,1945,Snaefell,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14340,Isle of Man,54.30226400,-4.32280500,113,40,73,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14341,West Kimmeragh,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,0,95,IoM 0,96,315,NX437011,,86,SC382963,10,,,,,M,,20-Aug-16,,"https://www.streetmap.co.uk/map?X=243700&Y=501100&SV=243700,501100&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.381349,-4.408161",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14341,243700,501100,54.381349,-4.408161,NX4370001100,29,1947,Slieau Freoaghane,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14341,Isle of Man,54.38134900,-4.40816100,96,86,10,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14342,Cronk ny Arrey Laa,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,0,95,IoM 0,94,308,SC458999,,41,NX451005,53,,,,,M,,20-Aug-16,,"https://www.streetmap.co.uk/map?X=245800&Y=499900&SV=245800,499900&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.371214,-4.375235",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14342,245800,499900,54.371214,-4.375235,SC4580099900,29,1947,Slieau Freoaghane,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14342,Isle of Man,54.37121400,-4.37523500,94,41,53,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,info,duplicate_name_in_country_info,1,true
