Number,Name,Parent (SMC),Parent name (SMC),Section,Region,Area,Island,Topo Section,County,Classification,Map 1:50k,Map 1:25k,Metres,Feet,Grid ref,Grid ref 10,Drop,Col grid ref,Col height,Feature,Observations,Survey,Climbed,Country,County Top,Revision,Comments,Streetmap/MountainViews,Google Maps,Hill-bagging,Xcoord,Ycoord,Latitude,Longitude,GridrefXY,_Section,Parent (Ma),Parent name (Ma),MVNumber,Ma,Ma=,Hu,Hu=,Tu,Sim,5,M,MT,F,C,G,D,DT,Hew,N,Dew,DDew,HF,4,3,2,1,0,W,WO,B,E,HHB,Sy,Fel,CoH,CoH=,CoU,CoU=,CoA,CoA=,CoL,CoL=,SIB,sMa,sHu,sSim,s5,s4,Mur,CT,GT,BL,Bg,Y,Cm,T100,xMT,xC,xG,xN,xDT,Dil,VL,A,Ca,Bin,O,Un,summit_ready_canonical_id,country_normalized,latitude_normalized,longitude_normalized,elevation_m_normalized,prominence_m_normalized,col_height_m_normalized,source_dataset,source_version,source_release_date,source_file_sha256,source_license,source_attribution,source_trust,final_verification_status,needs_review_reason,qa_status,qa_flags,data_priority,ai_fallback_allowed
14343,Ballavar Hill,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,0,95,IoM 0,68,223,SC455993,,37,SC451996,31,,,,,M,,20-Jan-12,,"https://www.streetmap.co.uk/map?X=245500&Y=499300&SV=245500,499300&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.365736,-4.379537",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14343,245500,499300,54.365736,-4.379537,SC4550099300,29,1947,Slieau Freoaghane,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:14343,Isle of Man,54.36573600,-4.37953700,68,37,31,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
14344,Cronk ny Arrey Lhaa,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,Un,95,IoM 0,39,128,SC349991,,28,SC350966,11,,,,,M,,20-Aug-16,Deleted from Tumps August 2016,"https://www.streetmap.co.uk/map?X=234900&Y=499100&SV=234900,499100&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.360616,-4.542404",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=14344,234900,499100,54.360616,-4.542404,SC3490099100,29,1947,Slieau Freoaghane,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,dobih:14344,Isle of Man,54.36061600,-4.54240400,39,28,11,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
18700,Burrow [Burroo],,,29,29: Isle of Man,,Mono Tump island,XM02 Calf-burroo,Isle of Man,0,95,IoM 0,39,128,SC158644,SC 15895 64495,39,Sea,0,rock slab,outcrop 4m W at SC 15891 64495 is as high,Abney level,,M,,23-Nov-22,,"https://www.streetmap.co.uk/map?X=215891&Y=464494&SV=215891,464494&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.043472,-4.813388",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=18700,215891,464494,54.043472,-4.813388,SC1589164494,29,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:18700,Isle of Man,54.04347200,-4.81338800,39,39,0,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
19214,Cronk Sumark,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,0,95,IoM 0,97,318,SC391941,SC 39199 94132,44,SC393940,53,no feature: part of a fort,ground appears to cover the original natural summit,obvious summit,,M,,17-Aug-16,,"https://www.streetmap.co.uk/map?X=239195&Y=494132&SV=239195,494132&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.317386,-4.47369",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=19214,239195,494132,54.317386,-4.47369,SC3919594132,29,1945,Snaefell,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:19214,Isle of Man,54.31738600,-4.47369000,97,44,53,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
19215,Ballafurt Hill,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,0,95,IoM 0,94,308,SC308706,SC 30849 70608,34,SC309722,60,no feature,,,,M,,17-Aug-16,New Tump July 2016. Possible alternative summit at SC309719 (92m on Harvey),"https://www.streetmap.co.uk/map?X=230845&Y=470607&SV=230845,470607&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.103482,-4.588674",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=19215,230845,470607,54.103482,-4.588674,SC3084570607,29,1948,South Barrule,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:19215,Isle of Man,54.10348200,-4.58867400,94,34,60,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
19216,St John's Hill,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,1,95,IoM 0,100,328,SC283820,SC 28349 82078,34,SC285820,66,no feature,,Abney level,,M,,17-Aug-16,New Tump July 2016. Height from Harvey,"https://www.streetmap.co.uk/map?X=228345&Y=482078&SV=228345,482078&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.205633,-4.6334",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=19216,228345,482078,54.205633,-4.6334,SC2834582078,29,1945,Snaefell,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:19216,Isle of Man,54.20563300,-4.63340000,100,34,66,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
19217,Ballakeighen Hill,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,1,95,IoM 0,195,640,SC295865,SC 29552 86576,35,SC296858,160,no feature: pasture,large embedded boulder 80m W at SC 29474 86591 is just lower,Abney level,,M,,20-Oct-16,New Tump July 2016. Summit height from Harvey,"https://www.streetmap.co.uk/map?X=229548&Y=486576&SV=229548,486576&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.246418,-4.617531",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=19217,229548,486576,54.246418,-4.617531,SC2954886576,29,1947,Slieau Freoaghane,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:19217,Isle of Man,54.24641800,-4.61753100,195,35,160,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
19218,Knock-e-Dooney,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,0,95,IoM 0,55,180,NX406020,NX 40670 02084,34,NX410020,21,viking ship burial mound in compound,appears to cover natural summit,,,M,,17-Aug-16,,"https://www.streetmap.co.uk/map?X=240666&Y=502085&SV=240666,502085&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.389249,-4.455353",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=19218,240666,502085,54.389249,-4.455353,NX4066602085,29,1947,Slieau Freoaghane,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:19218,Isle of Man,54.38924900,-4.45535300,55,34,21,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
19397,Slieau Maggle,,,29,29: Isle of Man,,Isle of Man,XM01 Isle of Man,Isle of Man,4,95,IoM 0,427,1401,SC346860,SC 34653 86059,31,SC351859,396,no feature,summit is 15m WNW of pole and quartz stones,Abney level,,M,,21-Jun-18,,"https://www.streetmap.co.uk/map?X=234649&Y=486059&SV=234649,486059&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.243449,-4.539042",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=19397,234649,486059,54.243449,-4.539042,SC3464986059,29,1947,Slieau Freoaghane,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:19397,Isle of Man,54.24344900,-4.53904200,427,31,396,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
19409,The Sugarloaf,,,29,29: Isle of Man,,Mono Tump island,XM02 Calf-burroo,Isle of Man,0,95,IoM 0,31.8,104,SC194661,SC 19448 66198,31.8,Sea,0,rock,,obvious summit,,M,,02-Aug-18,,"https://www.streetmap.co.uk/map?X=219444&Y=466197&SV=219444,466197&A=Y&Z=115","https://www.google.com/maps/search/?api=1&query=54.060017,-4.760206",https://www.hill-bagging.co.uk/hill-view/?qu=S&rf=19409,219444,466197,54.060017,-4.760206,SC1944466197,29,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dobih:19409,Isle of Man,54.06001700,-4.76020600,31.8,31.8,0,Database of British and Irish Hills (DoBIH),v18.5,2026-07-26,d27bc69dbb6d30a6f171ef277408831fe8763fc9043422f4e375e63f4cc190ea,CC BY 4.0,The Database of British and Irish Hills v18.5 — https://www.hill-bagging.co.uk/dobih,trusted_source,trusted_source,,pass,,1,true
